[7l----total-cpu-usage---- -dsk/total- ------memory-usage----- -net/total- --io/total- ------sockets------ ----tcp-sockets----
usr sys idl wai hiq siq| read  writ| used  buff  cach  free| recv  send| read  writ|tot tcp udp raw frg|lis act syn tim clo
 21   4  74   0   0   1|   0     0 |5176M  391M 56.7G  808M|1959k 9744k|   0     0 |433 219  20   0   0| 20 197   4   2 304
 19   3  77   0   0   1|   0  3476k|5175M  391M 56.7G  809M|2106k   12M|   0   380 |436 222  20   0   0| 20 199   0   2 290
 19   3  76   0   0   2|   0   228k|5175M  391M 56.7G  809M|2166k   14M|   0  3.00 |415 208  20   0   0| 20 182   5   2 318
 15   3  81   0   0   1|   0    56k|5175M  391M 56.7G  808M|1975k   12M|   0  1.00 |413 203  20   0   0| 20 179   2   2 319
 19   3  76   0   0   1|   0     0 |5174M  391M 56.7G  810M|1887k 9944k|   0     0 |413 204  20   0   0| 20 180   0   2 322
 17   4  79   0   0   1|   0    64k|5176M  391M 56.7G  808M|1981k 8731k|   0  4.00 |415 204  20   0   0| 20 180   2   2 322
 14   3  83   0   0   1|   0    48k|5177M  391M 56.7G  807M|1787k 8132k|   0  12.0 |416 205  20   0   0| 20 181   2   2 321
 14   3  83   0   0   1|   0   160k|5176M  391M 56.7G  807M|1728k 7950k|   0  3.00 |420 209  20   0   0| 20 187   0   2 319
 14   3  82   0   0   1|   0     0 |5176M  391M 56.7G  803M|1850k 7910k|   0     0 |419 207  20   0   0| 20 180   1   2 323
 23   5  70   0   0   2|4096B    0 |5178M  391M 56.7G  806M|1960k 8742k|1.00     0 |416 206  20   0   0| 20 176   1   2 325
 16   3  80   0   0   1|4096B  168k|5179M  391M 56.7G  805M|1810k 8918k|1.00  13.0 |417 206  20   0   0| 20 175   0   2 325
 15   3  81   0   0   1|   0     0 |5179M  391M 56.7G  804M|1650k 8043k|   0     0 |419 207  20   0   0| 20 177   0   2 309
 18   2  78   0   0   1|   0     0 |5180M  391M 56.7G  804M|1523k 7619k|   0     0 |415 204  20   0   0| 20 174   0   2 310
 19   2  78   0   0   1|   0     0 |5179M  391M 56.7G  805M|1746k 8048k|   0     0 |413 203  20   0   0| 20 172   0   2 313
 18   3  79   0   0   1|   0  4096B|5180M  391M 56.7G  804M|1842k 9082k|   0  1.00 |383 176  20   0   0| 20 145   0   2 338
 11   3  86   0   0   0|   0   164k|5179M  391M 56.7G  805M|1775k 8023k|   0  4.00 |378 168  20   0   0| 20 143   5   2 341
 16   3  79   0   0   2|   0    16k|5180M  391M 56.7G  804M|1835k 9205k|   0  4.00 |378 168  20   0   0| 20 147   0   2 343
 17   2  80   0   0   1|   0     0 |5180M  391M 56.7G  804M|1842k 9495k|   0     0 |376 167  20   0   0| 20 143   0   2 347
 18   2  79   0   0   1|   0     0 |5180M  391M 56.7G  804M|1788k 8732k|   0     0 |374 164  20   0   0| 20 144   0   2 339
 14   3  82   0   0   1|   0     0 |5180M  391M 56.7G  804M|1860k 7810k|   0     0 |372 163  20   0   0| 20 141   1   2 338
 11   2  86   0   0   1|   0    84k|5179M  391M 56.7G  804M|1724k 6444k|   0  2.00 |374 163  20   0   0| 20 143   0   2 336
 17   3  79   0   0   1|   0    16k|5180M  391M 56.7G  804M|1667k 5995k|   0  2.00 |370 160  20   0   0| 20 140   0   2 317
 12   3  84   0   0   1|   0   220k|5180M  391M 56.7G  804M|1741k 6544k|   0  14.0 |371 161  20   0   0| 20 140   1   2 304
 12   3  84   0   0   1|   0     0 |5180M  391M 56.7G  804M|1572k 5310k|   0     0 |373 163  20   0   0| 20 141   0   2 302
 11   2  86   0   0   1|   0     0 |5180M  391M 56.7G  804M|1421k 5880k|   0     0 |371 162  20   0   0| 20 137   1   2 294
 14   3  82   0   0   1|   0     0 |5180M  391M 56.7G  803M|1572k 6289k|   0     0 |375 164  20   0   0| 20 141   6   2 286
 13   3  83   0   0   1|   0    16k|5179M  391M 56.7G  805M|1281k 5733k|   0  2.00 |378 168  20   0   0| 20 144   0   1 270
 14   2  83   0   0   1|4096B  152k|5181M  391M 56.7G  803M|1725k 6479k|1.00  7.00 |387 175  20   0   0| 20 147   2   1 267
 21   4  74   0   0   1|   0     0 |5176M  391M 56.7G  808M|1781k 6535k|   0     0 |389 177  20   0   0| 20 147   0   1 269
 15   2  82   0   0   1|   0     0 |5178M  391M 56.7G  804M|1590k 5790k|   0     0 |384 173  20   0   0| 20 145   0   1 266
 14   2  83   0   0   1|   0    72k|5179M  391M 56.7G  803M|1849k 6265k|   0  16.0 |373 164  20   0   0| 20 134   0   1 272
 12   2  85   0   0   1|   0   160k|5177M  391M 56.7G  804M|1477k 6034k|   0  23.0 |367 156  20   0   0| 20 128   0   1 278
 18   3  77   0   0   1|  32k  228k|5178M  391M 56.7G  803M|1552k 7029k|1.00  18.0 |376 169  20   0   0| 20 141   6   2 264
 18   4  77   0   0   1|   0     0 |5179M  391M 56.7G  793M|1788k 7093k|   0     0 |376 167  20   0   0| 20 143   2   2 261
 17   3  80   0   0   1|   0     0 |5179M  391M 56.7G  793M|1660k 6753k|   0     0 |376 165  20   0   0| 20 141   0   2 260
 18   4  77   0   0   1|   0     0 |5178M  391M 56.7G  794M|1899k 6742k|   0     0 |373 163  20   0   0| 20 137   0   2 261
 14   3  82   0   0   1|  32k 2552k|5176M  391M 56.7G  796M|1679k 5602k|3.00   329 |383 173  20   0   0| 20 146   1   2 263
 13   3  84   0   0   1|   0   284k|5176M  391M 56.7G  796M|1733k 5182k|   0  6.00 |386 175  20   0   0| 20 149   2   2 262
 12   3  84   0   0   1|   0     0 |5176M  391M 56.7G  796M|1604k 5953k|   0     0 |392 181  20   0   0| 20 148   3   2 262
 11   3  86   0   0   1|   0     0 |5176M  391M 56.7G  796M|1495k 4866k|   0     0 |401 190  20   0   0| 20 158   1   2 258
 16   3  81   0   0   1|   0     0 |5176M  391M 56.7G  796M|1528k 5250k|   0     0 |404 193  20   0   0| 20 162   2   2 259
 21   4  74   0   0   1|   0    72k|5177M  391M 56.7G  795M|1592k 6410k|   0  18.0 |414 202  20   0   0| 20 168   1   2 251
 14   3  82   0   0   1|   0   140k|5178M  391M 56.7G  794M|1531k 5857k|   0  6.00 |406 195  20   0   0| 20 162   0   2 252
 27   4  69   0   0   1|   0     0 |5179M  391M 56.7G  793M|1726k 6346k|   0     0 |409 197  20   0   0| 20 163   2   2 255
 26   6  67   0   0   1|8192B    0 |5181M  391M 56.7G  792M|1768k 5967k|2.00     0 |410 199  20   0   0| 20 173   2   2 232
 23   3  73   0   0   1|   0     0 |5175M  391M 56.7G  797M|1816k 8740k|   0     0 |430 220  20   0   0| 20 192   1   2 230
 19   4  76   0   0   1|   0    40k|5174M  391M 56.7G  798M|1903k 8811k|   0  7.00 |440 231  20   0   0| 20 197   0   2 232
 20   3  75   0   0   1|  16k  124k|5176M  391M 56.7G  796M|1815k 6730k|2.00  2.00 |448 238  20   0   0| 20 209   1   2 235
 26   3  69   0   0   2| 188k   60k|5175M  391M 56.7G  797M|1887k 8041k|17.0  5.00 |449 240  20   0   0| 20 211   1   2 235
 14   2  82   0   0   1|  52k    0 |5175M  391M 56.7G  797M|1735k 5897k|4.00     0 |442 233  20   0   0| 20 206   1   2 231
 11   2  86   0   0   1|8192B    0 |5175M  391M 56.7G  796M|1459k 5438k|1.00     0 |444 235  20   0   0| 20 207   0   2 227
 11   3  86   0   0   1|   0  4096B|5175M  391M 56.7G  797M|1502k 5377k|   0  1.00 |444 235  20   0   0| 20 199   1   2 235
 11   3  85   0   0   1|   0    92k|5176M  391M 56.7G  796M|1403k 5986k|   0  2.00 |438 229  20   0   0| 20 193   1   2 241
 10   2  88   0   0   1|   0     0 |5179M  391M 56.7G  793M|1259k 4251k|   0     0 |441 232  20   0   0| 20 193   0   2 245
 14   2  83   0   0   1|   0    16k|5179M  391M 56.7G  793M|1641k 5895k|   0  4.00 |441 232  20   0   0| 20 194   5   2 244
 11   2  87   0   0   0|   0     0 |5178M  391M 56.7G  793M|1487k 5254k|   0     0 |447 238  20   0   0| 20 201   0   2 243
 16   3  80   0   0   1|  13M  128k|5179M  391M 56.7G  780M|1429k 5565k|54.0  27.0 |449 239  20   0   0| 20 206   0   2 185
 19   3  77   0   0   1|   0   336k|5174M  391M 56.7G  784M|1717k 6376k|   0  12.0 |452 239  20   0   0| 20 206   1   2 183
 21   4  75   0   0   1|   0     0 |5175M  391M 56.8G  759M|1599k 6069k|   0     0 |456 242  20   0   0| 20 211   0   2 183
 17   3  79   0   0   1|   0    84k|5175M  391M 56.7G  783M|1735k 5439k|   0  4.00 |443 233  20   0   0| 20 205   1   2 190
 13   3  84   0   0   1|   0     0 |5176M  391M 56.7G  782M|1634k 6381k|   0     0 |443 230  20   0   0| 20 206   0   2 186
  9   2  88   0   0   1|   0  8192B|5175M  391M 56.7G  783M|1574k 5017k|   0  1.00 |441 229  20   0   0| 20 200   4   2 188
 11   3  86   0   0   0|   0     0 |5176M  391M 56.7G  782M|1714k 5882k|   0     0 |441 233  20   0   0| 20 203   1   2 187
 18   3  79   0   0   1|   0   152k|5177M  391M 56.7G  781M|1715k 6786k|   0  3.00 |448 241  20   0   0| 20 208   4   2 192
 20   3  75   0   0   1|   0    56k|5177M  391M 56.7G  781M|1863k   13M|   0  1.00 |472 264  20   0   0| 20 234   3   2 187
 18   3  78   0   0   1|   0    60k|5177M  391M 56.7G  781M|1994k   13M|   0  4.00 |477 271  20   0   0| 20 239   1   2 187
 16   3  80   0   0   1|   0    12M|5176M  391M 56.7G  782M|1948k   13M|   0  88.0 |474 269  20   0   0| 20 236   0   2 186
 15   3  81   0   0   1|   0     0 |5176M  391M 56.7G  782M|2233k   12M|   0     0 |469 265  20   0   0| 20 235   0   2 186
 13   2  84   0   0   1|   0   164k|5177M  391M 56.7G  781M|1634k   10M|   0  3.00 |470 261  20   0   0| 20 233   1   2 191
 14   3  82   0   0   1|   0     0 |5178M  391M 56.7G  780M|1544k 8422k|   0     0 |457 250  20   0   0| 20 219   0   2 200
 12   3  85   0   0   1|   0     0 |5178M  391M 56.7G  780M|1642k 8476k|   0     0 |451 245  20   0   0| 20 211   1   2 201
 12   3  85   0   0   0|   0  1956k|5178M  391M 56.7G  780M|1600k 7875k|   0   301 |443 236  20   0   0| 20 203   0   1 201
 15   3  81   0   0   1|   0     0 |5178M  391M 56.7G  780M|1708k 7678k|   0     0 |444 235  20   0   0| 20 204   0   1 204
 16   3  81   0   0   1|   0   120k|5178M  391M 56.7G  780M|1854k 7506k|   0  2.00 |440 232  20   0   0| 20 201   0   1 201
 15   2  82   0   0   0|   0     0 |5180M  391M 56.7G  778M|1629k 6428k|   0     0 |437 228  20   0   0| 20 198   0   1 207
 16   3  80   0   0   1|   0     0 |5175M  391M 56.7G  783M|1777k 8126k|   0     0 |441 235  20   0   0| 20 207   3   1 217
 20   3  76   0   0   1|   0    40k|5179M  391M 56.7G  779M|1831k 8850k|   0  9.00 |426 220  20   0   0| 20 196   9   1 225
 14   4  81   0   0   1|   0    48k|5179M  391M 56.7G  779M|1935k 7614k|   0  4.00 |424 217  20   0   0| 20 191   2   1 234
 17   3  79   0   0   1|   0   104k|5178M  391M 56.7G  780M|1924k 7781k|   0  2.00 |416 209  20   0   0| 20 183   0   1 246
 13   2  85   0   0   0|   0     0 |5178M  391M 56.7G  780M|1731k 6988k|   0     0 |409 202  20   0   0| 20 178   1   1 243
 15   3  81   0   0   1|   0     0 |5177M  391M 56.7G  780M|1767k 6709k|   0     0 |408 201  20   0   0| 20 179   3   1 244
 16   3  80   0   0   1|   0    32k|5178M  391M 56.7G  780M|1714k 7199k|   0  7.00 |426 218  20   0   0| 20 191   0   2 242
 13   2  83   0   0   1|   0    44k|5178M  391M 56.7G  780M|1705k 8037k|   0  4.00 |428 220  20   0   0| 20 190   2   2 246
 14   2  83   0   0   1|   0    64k|5178M  391M 56.7G  780M|1636k 6205k|   0  2.00 |426 219  20   0   0| 20 186   0   2 251
 12   3  85   0   0   1|   0     0 |5178M  391M 56.7G  780M|1405k 6580k|   0     0 |425 216  20   0   0| 20 186   0   2 254
 11   3  85   0   0   1|   0     0 |5178M  391M 56.7G  780M|1770k 6553k|   0     0 |430 220  20   0   0| 20 189   1   2 256
 16   3  80   0   0   1|   0     0 |5178M  391M 56.7G  780M|1543k 7461k|   0     0 |436 233  20   0   0| 20 191   0   1 249
 16   3  79   0   0   1|   0     0 |5174M  391M 56.7G  784M|1796k 7564k|   0     0 |431 227  20   0   0| 20 187   0   1 249
 11   3  85   0   0   1|   0    56k|5175M  391M 56.7G  783M|1595k 6206k|   0  2.00 |427 224  20   0   0| 20 184   0   1 254
  9   2  89   0   0   0|   0     0 |5174M  391M 56.7G  783M|1303k 4975k|   0     0 |425 221  20   0   0| 20 182   0   1 255
 13   3  84   0   0   0|   0    44k|5175M  391M 56.7G  783M|1651k 6279k|   0  4.00 |422 218  20   0   0| 20 181   0   1 251
  9   2  89   0   0   1|   0   588k|5174M  391M 56.7G  784M|1324k 4683k|   0  10.0 |421 217  20   0   0| 20 181   0   1 250
 10   2  87   0   0   1|   0     0 |5174M  391M 56.7G  784M|1279k 5335k|   0     0 |418 214  20   0   0| 20 180   0   1 247
 11   2  86   0   0   0|   0    44k|5175M  391M 56.7G  783M|1266k 4899k|   0  2.00 |415 211  20   0   0| 20 172   0   1 248
 18   3  77   0   0   2|   0  4096B|5179M  391M 56.7G  778M|1554k 7212k|   0  1.00 |414 215  20   0   0| 20 170   4   1 270
 16   2  81   0   0   1|   0     0 |5179M  391M 56.7G  779M|1628k 8582k|   0     0 |428 224  20   0   0| 20 188   6   1 277
 23   4  72   0   0   1|   0    76k|5179M  391M 56.7G  779M|1997k 9578k|   0  6.00 |439 234  20   0   0| 20 196   0   2 272
 18   3  78   0   0   1|   0     0 |5180M  391M 56.7G  777M|1702k 6453k|   0     0 |442 238  20   0   0| 20 204   3   2 269
 17   3  79   0   0   1|   0   108k|5179M  391M 56.7G  779M|2093k 7548k|   0  3.00 |441 240  20   0   0| 20 204   4   2 269
 12   2  85   0   0   1|   0     0 |5180M  391M 56.7G  777M|1558k 5465k|   0     0 |433 229  20   0   0| 20 198   1   2 264
 11   2  86   0   0   1|   0     0 |5181M  391M 56.7G  777M|1446k 5616k|   0     0 |434 230  20   0   0| 20 197   0   2 260
 10   2  87   0   0   1|   0  1196k|5180M  391M 56.7G  778M|1579k 5617k|   0   187 |434 230  20   0   0| 20 192   0   1 216
 17   3  79   0   0   0|   0     0 |5176M  391M 56.7G  782M|1693k 6292k|   0     0 |433 231  20   0   0| 20 191   0   1 214
 10   3  86   0   0   1|   0    96k|5175M  391M 56.7G  783M|1797k 5631k|   0  2.00 |429 225  20   0   0| 20 183   0   1 220
 16   3  81   0   0   1|   0     0 |5176M  391M 56.7G  782M|1584k 6013k|   0     0 |430 226  20   0   0| 20 178   5   1 222
 13   2  85   0   0   1|   0     0 |5177M  391M 56.7G  781M|1753k 6008k|   0     0 |431 227  20   0   0| 20 175   0   1 226
 18   2  78   0   0   1|   0   308k|5177M  391M 56.7G  781M|1722k 7801k|   0  54.0 |443 241  20   0   0| 20 189   0   1 219
 19   4  76   0   0   1|   0    64k|5177M  391M 56.7G  781M|1822k 9448k|   0  5.00 |462 258  20   0   0| 20 209   0   2 221
 18   3  78   0   0   1|   0    88k|5177M  391M 56.7G  780M|1816k 9776k|   0  2.00 |445 241  20   0   0| 20 197   0   2 218
 14   3  83   0   0   0|   0     0 |5177M  391M 56.7G  780M|1841k 6517k|   0     0 |437 234  20   0   0| 20 195   2   2 216
 13   2  85   0   0   0|   0     0 |5180M  391M 56.7G  778M|1511k 5549k|   0     0 |433 229  20   0   0| 20 192   0   2 210
 15   2  82   0   0   1|   0    16k|5181M  391M 56.7G  777M|1356k 5278k|   0  3.00 |422 218  20   0   0| 20 183   1   2 216
 14   3  84   0   0   0|   0    44k|5179M  391M 56.7G  779M|1366k 6193k|   0  4.00 |421 218  20   0   0| 20 174   1   2 224
 15   3  82   0   0   1|   0     0 |5180M  391M 56.7G  778M|1656k 6219k|   0     0 |418 214  20   0   0| 20 169   0   2 228
 14   3  83   0   0   1|   0   184k|5179M  391M 56.7G  779M|1758k 6189k|   0  18.0 |415 210  20   0   0| 20 170   0   2 227
 10   3  87   0   0   1|   0     0 |5180M  391M 56.7G  778M|1642k 6254k|   0     0 |410 206  20   0   0| 20 167   0   2 229
 24   4  71   0   0   1|   0    28k|5244M  391M 56.7G  714M|1869k 6778k|   0  7.00 |421 212  21   0   0| 20 171   0   1 230
 28   6  64   0   0   1|   0   364k|5228M  391M 56.7G  729M|1483k 5730k|   0  14.0 |417 205  20   0   0| 20 165   0   1 230
 21   6  72   0   0   0|   0     0 |5227M  391M 56.7G  730M|1566k 6037k|   0     0 |412 200  20   0   0| 20 165   1   1 225
 23   7  70   0   0   1|   0    48k|5229M  391M 56.7G  728M|1393k 5470k|   0  4.00 |411 199  20   0   0| 20 166   3   1 226
 26   7  66   0   0   1|   0     0 |5217M  391M 56.7G  740M|1692k 6069k|   0     0 |410 198  20   0   0| 20 169   0   1 227
 28   7  64   0   0   1|   0    12k|5218M  391M 56.7G  739M|1807k 6325k|   0  3.00 |429 216  20   0   0| 20 189   6   2 228
 29   7  64   0   0   1|   0   164k|5218M  391M 56.7G  739M|2003k 9417k|   0  3.00 |446 236  20   0   0| 20 208   4   2 225
 36   6  57   0   0   1|   0   236k|5220M  391M 56.7G  737M|1832k 9111k|   0  7.00 |454 242  20   0   0| 20 214   2   2 224
 26   7  65   0   0   1|  12k   44k|5221M  391M 56.7G  737M|2091k 8514k|1.00  4.00 |538 326  20   0   0| 20 320  70   2 169
 25   6  68   0   0   2|   0     0 |5207M  391M 56.7G  751M|1774k 7402k|   0     0 |666 455  20   0   0| 20 430   6   2 160
 23   8  68   0   0   1|   0     0 |5205M  391M 56.7G  751M|1449k 6029k|   0     0 |657 447  20   0   0| 20 421   5   2 163
 23   7  69   0   0   2|   0   740k|5179M  391M 56.7G  779M|1839k 7344k|   0  13.0 |655 447  20   0   0| 20 416   4   2 168
 17   3  80   0   0   0|   0     0 |5180M  391M 56.7G  777M|1489k 5627k|   0     0 |662 453  20   0   0| 20 422   1   2 168
 15   3  82   0   0   1|   0     0 |5179M  391M 56.7G  778M|1599k 5907k|   0     0 |661 453  20   0   0| 20 413   1   2 176
 18   3  78   0   0   1|  12k  324k|5181M  391M 56.7G  776M|1631k 6656k|1.00  15.0 |656 449  20   0   0| 20 409   3   2 174
 14   3  83   0   0   1|   0    88k|5177M  391M 56.7G  781M|1837k 6366k|   0  19.0 |658 450  20   0   0| 20 411   1   2 165
 14   3  83   0   0   1|   0     0 |5177M  391M 56.7G  781M|1956k 7552k|   0     0 |658 454  20   0   0| 20 414   1   2 166
 13   3  84   0   0   1|   0     0 |5177M  391M 56.7G  781M|1726k 6458k|   0     0 |654 451  20   0   0| 20 411   1   2 172
 17   3  79   0   0   1|   0     0 |5178M  391M 56.7G  779M|1838k 7680k|   0     0 |656 443  20   0   0| 20 409   1   2 173
 13   3  84   0   0   1|  12k  136k|5179M  391M 56.7G  778M|1694k 6166k|2.00  3.00 |657 444  20   0   0| 20 411   1   2 170
 10   2  87   0   0   0|   0  4332k|5180M  391M 56.7G  778M|1511k 5764k|   0  80.0 |648 436  20   0   0| 20 404   1   2 177
 13   3  79   4   0   1|4096B   88M|5183M  391M 56.7G  775M|1755k 5879k|1.00  1038 |633 421  20   0   0| 20 389   2   2 190
 10   2  87   0   0   1|   0     0 |5182M  391M 56.7G  775M|1620k 5935k|   0     0 |630 417  20   0   0| 20 386   2   2 193
 12   2  86   0   0   0|   0     0 |5183M  391M 56.7G  775M|1579k 5682k|   0     0 |623 416  20   0   0| 20 386   4   2 192
 17   3  79   0   0   0|   0   124k|5181M  391M 56.7G  777M|1904k 6936k|   0  2.00 |622 413  20   0   0| 20 385   2   2 193
 14   3  83   0   0   1|   0    60k|5182M  391M 56.7G  776M|1778k 5690k|   0  5.00 |626 417  20   0   0| 20 389   1   2 187
 12   3  84   0   0   1|   0   524k|5183M  391M 56.7G  775M|1840k 6694k|   0  93.0 |627 418  20   0   0| 20 388   1   2 189
 14   3  82   0   0   1|   0     0 |5181M  391M 56.7G  776M|1845k 6633k|   0     0 |627 418  20   0   0| 20 387   2   2 185
 11   3  86   0   0   0|   0     0 |5182M  391M 56.7G  775M|1626k 5837k|   0     0 |626 417  20   0   0| 20 387   1   2 185
 12   3  85   0   0   0|   0     0 |5182M  391M 56.7G  775M|1591k 5516k|   0     0 |627 418  20   0   0| 20 390   1   2 184
 15   5  79   0   0   1|   0     0 |5181M  391M 56.7G  777M|1524k 5128k|   0     0 |622 412  20   0   0| 20 385   1   1 179
 13   3  83   0   0   1|   0   136k|5182M  391M 56.7G  776M|1587k 5855k|   0  10.0 |616 407  20   0   0| 20 380   1   1 178
 11   3  86   0   0   0|   0    16k|5182M  391M 56.7G  776M|1918k 6704k|   0  4.00 |617 408  20   0   0| 20 382   1   1 170
 11   2  86   0   0   0|   0     0 |5182M  391M 56.7G  776M|1604k 5849k|   0     0 |629 419  20   0   0| 20 391   4   1 169
 24   4  70   0   0   2|   0   100k|5181M  391M 56.7G  776M|2105k 9882k|   0  16.0 |642 433  20   0   0| 20 407   2   2 167
 19   3  78   0   0   1|   0     0 |5182M  391M 56.7G  776M|1871k   11M|   0     0 |635 426  20   0   0| 20 398   1   2 172
 11   3  85   0   0   1|   0   288k|5182M  391M 56.7G  775M|1518k 5581k|   0  34.0 |626 417  20   0   0| 20 389   1   2 179
 10   2  88   0   0   0|4096B    0 |5182M  391M 56.7G  775M|1465k 4958k|1.00     0 |621 412  20   0   0| 20 384   1   2 183
 12   3  85   0   0   1|   0     0 |5180M  391M 56.7G  778M|1500k 5726k|   0     0 |514 359  20   0   0| 20 269   1   2 297
 14   2  84   0   0   1|   0     0 |5181M  391M 56.7G  777M|1579k 6063k|   0     0 |372 168  20   0   0| 20 130   1   2 428
 12   3  85   0   0   0|   0     0 |5182M  391M 56.7G  775M|1538k 6463k|   0     0 |369 161  20   0   0| 20 128   2   2 423
 17   3  79   0   0   1|8192B  600k|5182M  391M 56.7G  775M|1692k 6896k|1.00  81.0 |370 162  20   0   0| 20 130   2   2 417
 14   3  83   0   0   1|   0     0 |5182M  391M 56.7G  776M|1749k 6508k|   0     0 |371 163  20   0   0| 20 132   2   2 417
 13   3  84   0   0   1|   0     0 |5182M  391M 56.7G  776M|1986k 7383k|   0     0 |370 164  20   0   0| 20 125   3   2 422
 13   2  84   0   0   1|   0    56k|5179M  391M 56.7G  778M|1725k 6229k|   0  3.00 |370 161  20   0   0| 20 125   3   2 421
 12   2  85   0   0   1|   0     0 |5179M  391M 56.7G  778M|1510k 6413k|   0     0 |369 160  20   0   0| 20 129   2   2 414
 13   3  84   0   0   1|   0    76k|5180M  391M 56.7G  778M|1644k 6018k|   0  10.0 |369 160  20   0   0| 20 128   2   2 410
 12   2  86   0   0   0|   0     0 |5180M  391M 56.7G  778M|1593k 6149k|   0     0 |369 160  20   0   0| 20 126   1   2 411
 11   2  85   0   0   1|   0     0 |5180M  391M 56.7G  778M|1594k 6063k|   0     0 |370 161  20   0   0| 20 128   1   2 406
  9   2  89   0   0   0|   0    52k|5180M  391M 56.7G  778M|1337k 5111k|   0  2.00 |363 154  20   0   0| 20 123   5   2 409
